Monitor Modułowy ( na Covid) *;Compact S/5-;4632754;Datex Ohmeda ;2002;Aparatura Medyczna;Kardiologiczny;;Promed S.A.;2022-08-10;80-80-802-9/473;;
Monitor modułowy z wypos. ;Datex S/5CCM -;4742678;Datex Ohmeda ;2002;Aparatura Medyczna;Anestezjologii i Intensywnej Terapii;;Promed;2020-09-15;8-80-802-9/482;;
Monitor modułowy z wypos. *;Datex S/5CCM -;4736593;Datex Ohmeda ;2002;Aparatura Medyczna;Anestezjologii i Intensywnej Terapii;;Promed;2020-09-15;8-80-802-9/481;zabr do naprawy ;
Monitor modułowy z wypos. *;Datex S/5CCM -;4742721;Datex Ohmeda ;2002;Aparatura Medyczna;Anestezjologii i Intensywnej Terapii;;Promed;2020-09-15;8-80-802-9/480;w naprawie 03.07.2014 ANES-MED.;
Monitor modułowy z wypos. Do naprawy Servsyst *;Datex S/5CCM -;4736622;Datex Ohmeda ;2002;Aparatura Medyczna;Anestezjologii i Intensywnej Terapii;;Promed;2020-09-15;8-80-802-9/484;;
Monitor skażeń radioaktywnych;EKO-C 4.2;869/2019;;2019;;Radiologia;;;2019-08-05;;;
Morcelator ROTOCUT z konsolą UNIDRIVE S zes  *;G 1 -;2071020;Unidrive;2013;Koperwas;Blok Operacyjny;;POL-MED.. PLUS;2023-03-02;8-80-802-2/252;gwarancja do sierpnia 2015r;
Multimetr;RaySafe X2 R/F;;;2019;;Radiologia;;;2019-08-05;;;
Myjka do basenów i kaczek ;727-OS KEN;46934;;2005;Koperwas;Chirurgii Dziecięcej i Urazowej ;;;2023-05-17;8-80-802-1/502;;
Myjka do endoskopów  - do naprawy ;MiniETD2;.07427953/ w paszp 07421953;Olimpus;2006;PaMed;Pracownia Diagnostyki Endoskopowej;;Olimpus Bydgoszcz;2018-12-11;8-80-802 1/801;;
Myjnia  dezynfektor *;DEKO 190;97381180-P05;SMS;1997;Koperwas;Oddział Pediatryczny;;DT;2023-03-23;8-80-808-1/8;;do przeglądu
Myjnia  dezynfektor *;DEKO 190;97381180-P04;SMS;1997;Koperwas;Oddział Pediatryczny;;DT;2023-03-23;8-80-808-1/9;;do przeglądu
Myjnia * automatyczna ;CYW 100 ;BI-EWNO-4-AFINP;CHOYANG;2019;Endoelektronik;Pracownia Diagnostyki Endoskopowej;;;2022-09-28;4536;gwarancja 24 m-ce  do 06.08.2021r ;
Myjnia automatyczna  * - do kasacji;ETO 3;11111966;Olympus;2011;ZTM Innovations;Pracownia Diagnostyki Endoskopowej;;;2021-11-30;;Do kasacji ;
Myjnia dezynfekcyjna   sprawna *;DEKO190-;97381180-P06;SMS;1997;Koperwas;Kardiologiczny/ OIOK;;DT;2023-03-23;8-80-808-1/6;niesprawna;
Myjnia dezynfekcyjna *;DEKO 190;;SMS;1997;Koperwas;Reumatologii;;;2023-03-23;8-80-808-1/2;;
Myjnia dezynfekcyjna *;DEKO190-;97381180-P07;SMS;1997;Koperwas;Kardiologiczny;;DT;2023-03-23;8-80-808-1/7;;
Myjnia dezynfektor  na bloku operac 2 (niesprawna) *;4656;702589;Getinge- Castle;2009;ZTM Innovations;Centralna Sterylizatornia;;NSM L. Grdeń;2021-11-30;8-80-802-9/134;;
Myjnia dezynfektor *;DEKO190 -;97381180P09;Franke-Finland;1997;Koperwas;Otolaryngologia;;DT;2023-03-23;8-80-808-1/1;;do przeglądu
Myjnia Dezynfektor *;DEKO 190;;Franke-Finland;2014;Koperwas;Neurologia;;;2023-03-23;3731;;
Myjnia dezynfektor *;DEKO190 -;97381180P08;SMS;1997;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;DT;2023-03-23;8-80-802 1/3;T;
Myjnia dezynfektor *;DEKO190 -;97381180P02;SMS;1997;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;DT;2023-03-23;8-80-802 1/4;T;
Myjnia dezynfektor *;DEKO190 -;97381180P03;SMS;1997;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;DT;2023-03-23;8-80-808-1/5;T;
Myjnia dezynfektor *;DEKO190 -;1141181;SMS;2001;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2023-03-23;8-80-808-1/130;Zgłoszono do przeglądu 27.11.2014;
Myjnia dezynfektor *;DEKO190 -;99461181;SMS;2001;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2023-03-23;8-80-808-1/132;;
Myjnia dezynfektor *;DEKO190-;01141181PLO2;SMS;2001;STERIMED;Blok Operacyjny;;DT;2022-02-10;8-80-802-1\131;;
Myjnia dezynfektor do basenów i kaczek Steelco *;BP 100HE-;6 803 286;KEN;2009;Koperwas;Okulistyka;;;2022-01-13;8-80-808-3/267;;
Myjnia dezynfektor nr 1  *;Getinge 4656;702592;Getinge- Castle;2000;ZTM Innovations;Centralna Sterylizatornia;;NSM L. Grdeń;2022-05-27;8-80-802-1/913/;;
Myjnia dezynfektor nr 2 *;Getinge 4656;702590;Getinge- Castle;2000;ZTM Innovations;Centralna Sterylizatornia;;NSM L. Grdeń;2022-05-27;8-80-802-1/915;;
Myjnia dezynfektor nr 3 *;Getinge 4656;702591;Getinge- Castle;2000;ZTM Innovations;Centralna Sterylizatornia;;NSM L. Grdeń;2022-05-27;8-80-802-1/914;;
Myjnia Endoskopowa- przegl ważny do 05.2022r *;Cleantop;E6071413;Cleantop;2015;Endoelektronik;Pracownia Diagnostyki Endoskopowej;;;2023-03-02;3833;przegląd co pół roku kolejny IX 2023r;
Myjnia KEN  do basenów *;727os-;46927/  4692804;Tehand;2004;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2023-05-17;8-80-802-1/522;;
Myjnia Ken *;727-OS;46936-04;Tehand;2005;Koperwas;Ortopedia;;DT;2023-05-17;8-80-802-1/523;;
Myjnia Ken *;727 - OS;048339-04;Tehand;2005;Koperwas;Ortopedia;;DT;2023-05-17;8-80-802-1/501;;
Myjnia Ultradzwiękowa *;2415;Sonc00015;Getinge- Castle;2009;ZTM Innovations;Centralna Sterylizatornia;;NSM L. Grdeń;2022-05-27;8-80-802-1/912;;
Nagrywarka COMBO FUNAI  (2w1) *;FUNAJ -;06D 4413 DB;;2012;ZTM Innovations;Blok Operacyjny;;;2022-06-24;2247;;
Napęd ortopedyczny- piła,- wiertarka  ;System 6; 0727402043 -,07271039;Stryker;2007;Koperwas;Chirurgii Dziecięcej i Urazowej ;;;2022-03-29;0-80-802-1/810;wiertarka, piła, ładowarka, akumulator do przeglądu;
Nawilżacz  *;MR850;18906364340;GE Medikal;2019;NZ Techno;Noworodków, Wcześniaków i Patologii Noworodka.;;;2020-06-01;4513;gwarancja 36-m-cy;
Nawilżacz do respiratora *;MR 850;SN 130111166237;Fisher Paykel Healthcare;2012;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;Gwarancja 24 mieciące Frasenius Medical;2022-01-13;8-80-802-1/173;gwarancja do 2015 r.;
Nosze (Vito);S-226 -;AS- 019111;Sawer;2008;ZTM Innovations;Transport;;DT;2021-11-30;;KARETKA RT 18953;
Nosze /  nosze reanimac.+transporter Stollenwerk ( S );3006, 4002;19576,13396;Stollenwerk&Cie. GmbH;2014;ZTM Innovations;Mielec;;;2021-11-30;;;
Nosze + Transporter ( P8 );3006, 4002;021478, 015027;Stollenwerk;2016;ZTM Innovations;Mielec;;;2021-11-30;;;
Nosze + transporter ( P9 );EFX -;7061639,  7060974/ w paszp. 07-061639;Ferno;2008;zalim;Transport;;meriko;2023-01-17;;KARETKA;
Nosze + transporter (P9)  rezerwa ;EFX -;7062478,  7061699/ w paszp. 07-062478;Ferno;2008;zalim;Transport;;Meriko;2023-01-17;;KARETKA;
Nosze podbierające ;65EXL -;43505;Ferno / Italia;2008;Zalim;Transport;;Meriko;2023-01-17;;KARETKA;
Nosze podbierające /w paszp. Scoop ;65EXL -;43512/043512;Ferno;2008;zalim;Transport;;meriko;2023-01-17;;KARETKA;
Nóż harmoniczny *;Gen-;4093974;Johnson & Jonhson;2009;Koperwas;Blok Operacyjny;;Johnson-Johnson;2023-02-07;8-80-802-1\877;;
Odciąg dymów - do  diatermii  ICC 300E F1614 *;YES300-;B1003;Erbe;2001;Meriko;Blok Operacyjny;;Er med s.c.;2022-12-13;80-80-802-1/183;;
Oftalmoskop *;Pen-Scope-;2078;Reister;2009;Koperwas;Neurologia;;;2022-03-29;0;;
Ogrzewacz pacjenta  (5) *  I półrocze 2024 %;Mistral AV Plus;180705067;The 37 Company;2018;Biameditek;Blok Operacyjny;;;2021-01-29;4294;gwarancja 60 m-cy umowa301/ZP/UE/18;
Ogrzewacz pacjenta  (5) *  I półrocze 2024 %;Mistral AV Plus;180705074;The 37 Company;2018;Biameditek;Blok Operacyjny;;;2021-01-29;4295;gwarancja 60 m-cy umowa301/ZP/UE/18;
Ogrzewacz pacjenta (5) *   I półrocze 2024 %;Mistral AV Plus;180705062;The 37 Company;2018;Biameditek;Blok Operacyjny;;;2021-01-29;4293;gwarancja 60 m-cy umowa1301/ZP/UE/18;
Ogrzewacz pacjenta *;Mistral A:V;180705120/2018;Biameditek;2018;Zalim;SOR;;;2021-09-28;4456;;
Ogrzewacz płynów infuzyjnych  /+ ogrzewacz do torby termoizolacyjnej;EMERGO -3L*;10.021;Paramedica;2012;Zalim;SOR;;Dt;2021-09-28;8-80-802-2/234;;
Orthopantomogram rtg stomatol 2- stanowisk *;OP 100 -605;2053;Trophy ;1996;Medikol Solution;ZDO;;;2023-02-21;8-80-802-5/5;;
Perymetr komputerowy ,Frey zest Stolik MDT 2 *;AP-300 -;RKAF001K, 9294;FREY;2012;Koperwas;Okulistyka;;;2022-06-15;8-80-802-1-623;2013-04-02 data rozp.eksploat.;
Piła do gipsu - do kasacji *;Cast Cutter;500017273/6502;Stryker;2015;Koperwas;Ortopedia;;;2022-03-29;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;;
Piła oscylacyjna do cięcia gipsu +4 ostrza  *;FP-1-;064\02;Ch-m Lewiatic;2002;Koperwas;Blok Operacyjny;;DT;2023-05-17;8-80-802-1\893;;brak paszportu
Piła oscylacyjna elektryczna;EP-2;121;ChM;2021;ChM;Dział Konsultacyjno- Leczniczy;;;2023-05-17;;gwarancja 12 m- cy;
Piła oscylacyjna elektryczna*;EP-2;1520;ChM;2021;Chm;Ortopedia;;;2023-05-17;;gwarancja 12 m-cy;
Platforma chirurgiczna /Diatermia VIO 3 / Przystawka argonowa *;VIO 3/APC3;11507511/11507724 VIO 3/APC 3;ERBE;2021;Meriko;Blok Operacyjny;;;2022-12-13;;WOŚP;
Plyta grzewcza*;;2594;Elektromed;2017;;HISTOPATOLOGIA;;;2022-11-08;4157;;
Płuczka dezynfektor ;BP 100ME;1004178;Steel CO;2011;Koperwas;Onkologia kliniczna;;;2022-07-22;8-80-802-6/100;;
Płuczka dezynfektor ;BP 100HE;1004183;Steel CO;2011;Koperwas;Onkologia kliniczna;;;2022-07-22;8-80-802-6/99;;
Płyta grzewcza *;SW 85 -;20316;ADAMS INSTRUMENTEM;2002;Koperwas;HISTOPATOLOGIA;;;2022-07-05;8-80-802-9/498;;
Podnośnik z wyposaż na neurologii nie do przeglądu;TRIXE LIFTE-;600-4912100-13-91502;;2002;zalim;Neurologia;;;2017-10-05;8-80-802-9/502;wycofany z użytku ;
pompa   -zgłość przegl ;Folcare Infinity;;Nutrica;;;Anestezjologii i Intensywnej Terapii;;;;;;
pompa   -zgłość przegl ;Folcare Infinity;;Nutrica;;;Anestezjologii i Intensywnej Terapii;;;;;;
pompa   -zgłość przegl ;Folcare Infinity;;Nutrica;;;Anestezjologii i Intensywnej Terapii;;;;;;
Pompa do kontrapulsacji wewnątrzaortalnej *;CS 100;SA 230741F3;MAGVET;2013;Koperwas;Kardiologiczny;;;2022-07-22;8-80-802-2/265;;
Pompa infuzyjna;TE 171 NW 3;1111000033;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/006;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa Infuzyjna ;AP22 ;1076/04;ASCOR;2005;Koperwas;Chirurgii Dziecięcej i Urazowej ;;DT;2022-11-28;8-80-802-1/515;211;
Pompa Infuzyjna ;AP22;516;ASCOR;2004;Koperwas;Chirurgii Dziecięcej i Urazowej ;;DT;2022-11-28;8-80-802-1/210;;
Pompa Infuzyjna ;LIFECARE 5000;3506 -nr. nowy 96011162;Abbot;1995;Aparatura Medyczna;Chirurgii Dziecięcej i Urazowej ;;ResQ;2021-05-28;8-80-802-4/18;Data zakupu 1995;
Pompa infuzyjna ;TE 171 NW 3;1111000025;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/001;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000029;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/005;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000026;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/002;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000028;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/004;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000034;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/007;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000035;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/008;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000036;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/009;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000037;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/010;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;TE 171 NW 3;1111000027;TERMMO;2012;Koperwas;Onkologia kliniczna;;;2023-03-08;8-80-802-2/003;darowizna Spol Stowrz na rzecz Szpitala  01.12.2012 ;
Pompa infuzyjna ;S-1 -;0100354/07;Medima sp.zoo;2008;Koperwas;Transport;;Meriko;2022-01-13;3227;KARETKA RT 19501;
Pompa infuzyjna ;MNRidium 3860+;;;2021;;ZDO;;;2022-02-08;;gwarancja 24-m-ce  TMS;
Pompa infuzyjna  - użyczona *;P 500;L602201128B272;BioLight Meditech;2020;Koperwas;Kardiologiczny;;;2023-02-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;gwar 24 m-ce 
Pompa infuzyjna  - użyczona *;P 500;L602201128B090;BioLight Meditech;2020;Koperwas;Kardiologiczny;;;2023-02-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Pompa infuzyjna  - użyczona *;P 500;L602201128B250;BioLight Meditech;2020;Koperwas;Kardiologiczny;;;2023-02-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Pompa infuzyjna  - użyczona *;P 500;L602201128B357;BioLight Meditech;2020;Koperwas;Kardiologiczny;;;2023-02-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2021 Covid;
Pompa infuzyjna  *;SEP11S-;A/3104/99--- nowy nr. 001699;ASCOR;1999;Koperwas;SOR;;DT;2022-11-28;8-80-802-1/34;Oddzial zakażny;
Pompa infuzyjna  *;SEP 21S -;B/3386/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/450;;
Pompa Infuzyjna  *;Sep 11S-;A/5327/02;ASCOR;2002;Koperwas;Blok Operacyjny;;Zakłady naprawcze;2022-11-28;8-80-802-9\460;;
Pompa infuzyjna - do kasacji*;SEP 21S;1475/95;Ascor;1995;Aparatura Medyczna;Oddział Pediatryczny;;DT;2021-11-05;8-80-802-4/12;;
Pompa infuzyjna - do naprawy;SEP 21S -;B/3394/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/444;;
Pompa infuzyjna - do naprawy;SEP 21S -;B/3396/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/446;Wymiana mikrowyłącznika;
Pompa infuzyjna  gwarancja do 28 .01.2023r*;AP- 14;14-10247-2019;ASCOR;2019;Ascor;SOR;;;2022-11-28;4277;gwarancja 48 m-cy ;
Pompa infuzyjna  P8 ;AP 14;08716-2016;ASCOR;2016;Mielec;Mielec;;;2021-12-17;3991;Oddział zakazny karetka RT 4175;
Pompa infuzyjna - uzyczona *;P-500;L 602201128B277;BioLight Meditech;2021;Koperwas;Covid-1;;;2023-02-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2020 Covid;gwar 24 m-ce 
Pompa infuzyjna - uzyczona *;P-500;L 602201113B427;BioLight Meditech;2021;Koperwas;Covid-1;;;2023-02-21;;Podkarpacki Urząd Wojewódzki um 93/ZK/2020 Covid;
Pompa infuzyjna (S) ;AP 14;14-07487-2014;;2014;Mielec;Mielec;;;2021-12-12;3798;Odział zakazny karetka RT 36507;
Pompa Infuzyjna *;SEP11S-;A/3103/99 ---- mnowy nr 001700;ASCOR;2000;koperwas;SOR;;ascor;2022-11-28;8-80-802-1/50;Oddział zakażny ;
Pompa infuzyjna *;SEP 21S -;B/3397/02---- nowy nr. 001743;ASCOR;2002;Koperwas;SOR;;ascor;2022-11-28;8-80-802-9/465;nie uruchamia się ;
Pompa infuzyjna *;Dwustrzykaw SEP 21S -;B/3400/02;ASCOR;2002;Koperwas;SOR;;ascor;2022-11-28;8-80-80209/464;Oddział zakazny;
Pompa infuzyjna *;Dwustrzykaw SEP 21S -;B/3398/02--- nowy nr. 001741;ASCOR;2002;Koperwas;SOR;;ascor;2022-11-28;8-80-802-9/463;Oddział zakażny ;
Pompa infuzyjna *;S-MEDIMA -/ strxzykawka "S";0103264/08;Medima sp.zoo;2008;Koperwas;SOR;;meriko;2022-01-13;3226;KARETKA;
Pompa Infuzyjna *;Sep 11S -;A3432/99;ASCOR;1996;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-12-06;8-80-808 1/18;;
Pompa Infuzyjna *;SEP11S -;A3437/99;ASCOR;1996;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-12-06;8-80-808-1/20;;
Pompa Infuzyjna *;SEP11S -;A3444/99;ASCOR;1996;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-12-06;8-80-808 1/19;;
Pompa infuzyjna *;PILOT A2;18484957;Fresenius Vial;2004;Koperwas;Oddział Pediatryczny;;DT;2022-07-22;8-80-802-9/525;;
Pompa infuzyjna *;PILOT A2;18484913;Fresenius Vial;2004;Koperwas;Oddział Pediatryczny;;DT;2022-07-22;8-80-802-9/526;;
Pompa infuzyjna *;PILOT A2;18484920;Fresenius Vial;2004;Koperwas;Oddział Pediatryczny;;DT;2022-07-22;8-80-802-9/527;;
Pompa infuzyjna *;SEP 21S -;983/97;ASCOR;1997;Koperwas;Otolaryngologia;;DT;2022-11-28;8-80-802-7/9;;
Pompa Infuzyjna *;AP23-;AP23/0961/09;ASCOR;2009;Koperwas;Neurologia;;ASCOR;2022-11-28;8-80-802-2/844;klejenie obudowy;
Pompa Infuzyjna *;AP23-;AP23/0963/09;ASCOR;2009;Koperwas;Neurologia;;ASCOR;2022-11-28;8-80-802-2/842;;
Pompa Infuzyjna *;AP23-;AP23/0960/09;ASCOR;2009;Koperwas;Neurologia;;ASCOR;2022-11-28;8-80-802-2/845;;
Pompa Infuzyjna *;AP23-;AP23/0962/09;ASCOR;2009;Koperwas;Neurologia;;ASCOR;2022-11-28;8-80-802-2/843;;
Pompa Infuzyjna *;AP23-;AP23/0964/09;ASCOR;2009;Koperwas;Neurologia;;ASCOR;2022-11-28;8-80-802-2/841;;
Pompa Infuzyjna *;AP12;5296/10;ASCOR;2010;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;ascor;2022-11-28;8-80-802-2/854;Zlecana wym baterii 2020r;
Pompa Infuzyjna *;AP12;1205310/10;ASCOR sa;2010;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;ASCOR;2022-11-28;8-80-802-2/855;;
Pompa infuzyjna *;AP22;1074/04;ASCOR;2004;Koperwas;Ortopedia;;DT;2022-11-28;8-80-802-1/524                                                        ;Oddział zamknięty;
Pompa infuzyjna *;AP22;1067/04;ASCOR;2004;Koperwas;Ortopedia;;DT;2022-11-28;8-80-802-1/525;Oddział zamkniety;
Pompa infuzyjna *;AP22-;1066/04;ASCOR;2004;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2022-11-28;8-80-802-1/528;;
Pompa infuzyjna *;AP22-;1072/04;ASCOR;2004;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2022-11-28;8-80-802-1/526;;
Pompa infuzyjna *;AP22-;1068/04;ASCOR;2004;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2022-11-28;8-80-802-1/529;;
Pompa infuzyjna *;AP22-;1075/04;ASCOR;2004;Koperwas;Chirurgia Ogólna i Onkologiczna;;DT;2022-11-28;8-80-802-1/527;;
Pompa Infuzyjna *;AP24 -;24-01492-2012/ paszp. 2401492;ASCOR;2012;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;;2022-12-07;8-80-802-2/018;uszkodzony kabel 230V;
Pompa infuzyjna *;AP22 -;2205973/11;ASCOR;2011;Koperwas;Chorób Wewnętrznych i Gastroenterologii;;;2022-12-07;8-80-802-2/222;;
Pompa infuzyjna *;SEP 21S -;B/3390/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/439;;
Pompa infuzyjna *;SEP 21S -;B/3385/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/448;;
Pompa infuzyjna *;SEP 21S -;B/3387/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/445;;
Pompa infuzyjna *;SEP 21S -;B/3388/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/449;;
Pompa infuzyjna *;SEP 21S -;B/3389/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/440;;
Pompa infuzyjna *;SEP 21S -;B/3391/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/442;;
Pompa infuzyjna *;SEP 21S -;B/3392/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/443;;
Pompa infuzyjna *;SEP 21S -;B/3393/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/447;;
Pompa infuzyjna *;SEP 21S -;B/3395/02;ASCOR;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;DT;2022-11-28;8-80-802-9/441;;
Pompa infuzyjna dwustrzykawkowa - do naprawy;AP23 -;0895/09;ASCOR;2009;Koperwas;Anestezjologii i Intensywnej Terapii;;ASCOR;2022-11-28;8-80-802-1/905;;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przegla ;AP 24+;5601;ASCOR;2021;;Covid-1;;;2021-12-22;5692;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przegla ;AP 24+;5605;ASCOR;2021;;Covid-1;;;2021-10-19;5693;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przegla ;AP 24+;;ASCOR;2021;;Covid-1;;;2021-10-19;5694;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przegla  24m-c gw;AP 24+;5598;ASCOR;2021;;Covid-1;;;2021-10-19;5691;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przeglą ;AP 24+;;ASCOR;2021;;Covid-1;;;2021-11-09;5698;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przeglą ;AP 24+;;ASCOR;2021;;Covid-1;;;2021-11-09;5699;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przeglą ;AP 24+;;ASCOR;2021;;Covid-1;;;2021-11-09;5700;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa infuzyjna dwustrzykawkowa - producent nie wymaga przeglą ;AP 24+;;ASCOR;2021;;Covid-1;;;2021-11-09;5701;Zlec nr 454/21 fakt 148/2021  z dn 19.04.21 Ascor Med.;
Pompa Infuzyjna dwustrzykawkowa *;AP 24+;24+-02875-2016;ASCOR MED.;2016;Koperwas;Anestezjologii i Intensywnej Terapii;;;2022-11-28;;Data zakupu 10.06.2016;
Pompa Infuzyjna dwustrzykawkowa *;AP 24+;24+-02874-2016;ASCOR MED.;2016;Koperwas;Anestezjologii i Intensywnej Terapii;;;2022-11-28;;Data zakupu 10.06.2016;
Pompa infuzyjna dwustrzykawkowa *;AP23 -;0892/09;ASCOR;2009;Koperwas;Anestezjologii i Intensywnej Terapii;;ASCOR;2022-11-28;8-80-802-1/902;;
Pompa infuzyjna dwustrzykawkowa *;AP23 -;0893/09;ASCOR;2009;Koperwas;Anestezjologii i Intensywnej Terapii;;ASCOR;2022-11-28;8-80-802-1/904;;
Pompa infuzyjna dwustrzykawkowa *;AP23 -;0894/09;ASCOR;2009;Koperwas;Anestezjologii i Intensywnej Terapii;;ASCOR;2022-11-28;8-80-802-1/903;;
Pompa infuzyjna dwustrzykawkowa AP 22 *;Ascor AP 22 -;1064/ paszp. AP22/1064/04;ASCOR;2004;Koperwas;Ginekologiczny;;Zakłady naprawcze;2022-12-06;8-80-802- 1/493;;
Pompa infuzyjna dwustrzykawkowa AP 22 *;Ascor AP 22 -;1065/ paszp. AP22/1065/04;ASCOR;2004;Koperwas;Ginekologiczny;;DT;2022-12-06;8-80-802- 1/494;;
Pompa infuzyjna dwustrzykawkowa AP 22 *;Ascor AP 22 -;1069/ paszp. AP22/1069/04;ASCOR;2004;Koperwas;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2022-12-06;8-80-802- 1/489;;
Pompa infuzyjna dwustrzykawkowa AP 22 *;Ascor AP 22 -;1071/ pasz. AP22/1071/04;ASCOR;2004;Koperwas;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2022-12-06;8-80-802- 1/492;;
Pompa infuzyjna dwustrzykawkowa AP 22 *;Ascor AP 22 -;1073/ paszp. AP22/1073/04;ASCOR;2004;Koperwas;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2022-12-06;8-80-802- 1/491;do wym przew zasilający;
